company_id,month,headcount,new_hires_this_month,headcount_growth_rate_pct,cash_balance,net_cash_inflow,cash_inflow_spike_ratio,new_deal_value,deal_size_ratio,needs_human_review
6,3,36,1,2.86,1949016.78,-37996.55,-0.24,44320.17,1.11,0
6,4,38,2,5.56,1896152.21,-52864.57,-0.34,47166.95,1.18,0
6,5,41,3,7.89,1846962.69,-49189.52,-0.32,57957.76,1.45,0
6,6,44,3,7.32,1804325.47,-42637.22,-0.27,0,0.0,0
6,7,47,3,6.82,1794026.39,-10299.08,-0.07,0,0.0,0
6,8,51,4,8.51,1781362.63,-12663.76,-0.08,0,0.0,0
6,9,55,4,7.84,1737907.28,-43455.35,-0.28,54790.5,1.37,0
6,10,60,5,9.09,1727605.62,-10301.66,-0.07,41260.57,1.03,0
6,11,65,5,8.33,8355249.27,6627643.65,42.68,22914.61,0.57,1
6,12,68,3,4.62,8315463.75,-39785.53,-0.26,20075.31,0.5,0
7,1,13,2,18.18,239964.48,489.37,0.03,18433.82,0.66,0
7,2,15,2,15.38,237494.88,-2469.6,-0.15,32862.69,1.17,0
7,3,17,2,13.33,237709.04,214.16,0.01,21499.18,0.77,0
7,4,18,1,5.88,232860.94,-4848.1,-0.3,11626.42,0.41,0
7,5,20,2,11.11,226711.4,-6149.54,-0.39,19974.63,0.71,0
7,6,22,2,10.0,219628.3,-7083.1,-0.44,22442.1,0.8,0
7,7,23,1,4.55,218109.44,-1518.86,-0.1,33362.69,1.19,0
7,8,25,2,8.7,215606.04,-2503.4,-0.16,8595.28,0.31,0
7,9,26,1,4.0,210332.18,-5273.87,-0.33,29312.63,1.05,0
7,10,30,4,15.38,207524.54,-2807.63,-0.18,0,0.0,0
7,11,32,2,6.67,203520.08,-4004.47,-0.25,30016.82,1.07,0
7,12,36,4,12.5,197598.66,-5921.42,-0.37,0,0.0,0
8,1,13,1,8.33,2945429.55,52412.05,0.19,50337.43,1.28,0
8,2,14,1,7.69,2953086.78,7657.23,0.03,0,0.0,0
8,3,16,2,14.29,2945348.5,-7738.28,-0.03,35108.31,0.89,0
8,4,18,2,12.5,2829096.86,-116251.64,-0.42,29346.18,0.75,0
8,5,20,2,11.11,2794015.5,-35081.37,-0.13,0,0.0,0
8,6,22,2,10.0,2740903.58,-53111.91,-0.19,41127.43,1.05,0
8,7,24,2,9.09,2727198.99,-13704.59,-0.05,50090.09,1.27,0
8,8,26,2,8.33,2689671.7,-37527.29,-0.14,0,0.0,0
8,9,28,2,7.69,2614426.0,-75245.7,-0.27,42034.09,1.07,0
8,10,30,2,7.14,2591738.49,-22687.5,-0.08,26010.5,0.66,0
8,11,32,2,6.67,2509963.79,-81774.71,-0.3,0,0.0,0
8,12,35,3,9.38,2505005.01,-4958.78,-0.02,28649.18,0.73,0
9,1,41,4,10.81,2068029.88,-19267.67,-0.1,0,0.0,0
9,2,45,4,9.76,2075951.2,7921.32,0.04,9120.95,0.36,0
9,3,48,3,6.67,2010726.19,-65225.01,-0.35,0,0.0,0
9,4,51,3,6.25,1958209.07,-52517.11,-0.29,0,0.0,0
9,5,61,10,19.61,1948849.19,-9359.88,-0.05,11561.88,0.45,0
9,6,65,4,6.56,1927521.58,-21327.62,-0.12,14226.5,0.56,0
9,7,77,12,18.46,1890309.55,-37212.03,-0.2,33968.46,1.33,0
9,8,86,9,11.69,1891548.34,1238.79,0.01,19747.45,0.77,0
9,9,91,5,5.81,1790236.86,-101311.48,-0.55,32428.53,1.27,0
9,10,100,9,9.89,1713943.4,-76293.46,-0.41,10069.31,0.39,0
9,11,112,12,12.0,1631963.42,-81979.97,-0.45,30512.24,1.19,0
9,12,127,15,13.39,1651296.4,19332.98,0.11,20081.24,0.79,0
10,1,31,1,3.33,1749287.16,-36862.0,-0.3,21416.2,0.73,0
10,2,33,2,6.45,1751970.39,2683.23,0.02,16625.46,0.57,0
10,3,35,2,6.06,1720387.14,-31583.25,-0.26,35991.52,1.23,0
10,4,37,2,5.71,1735435.72,15048.58,0.12,14420.14,0.49,0
10,5,38,1,2.7,1720233.61,-15202.11,-0.12,36044.1,1.23,0
10,6,40,2,5.26,1701076.72,-19156.9,-0.16,23708.02,0.81,0
10,7,41,1,2.5,1687888.11,-13188.61,-0.11,22529.79,0.77,0
10,8,43,2,4.88,1681872.1,-6016.01,-0.05,0,0.0,0
10,9,44,1,2.33,1638345.88,-43526.23,-0.36,0,0.0,0
10,10,46,2,4.55,1577633.2,-60712.68,-0.5,0,0.0,0
10,11,48,2,4.35,1591291.55,13658.35,0.11,22700.03,0.77,0
10,12,49,1,2.08,1606498.62,15207.07,0.12,0,0.0,0
11,1,7,0,0.0,1235641.94,-18984.93,-0.26,8455.23,1.2,0
11,2,8,1,14.29,1251307.19,15665.24,0.21,0,0.0,0
11,3,9,1,12.5,1223208.17,-28099.02,-0.38,0,0.0,0
11,4,10,1,11.11,1223235.94,27.77,0.0,2599.92,0.37,0
11,5,10,0,0.0,1226674.75,3438.81,0.05,7154.39,1.02,0
11,6,11,1,10.0,1228935.19,2260.44,0.03,5127.9,0.73,0
11,7,11,0,0.0,1241889.74,12954.55,0.18,0,0.0,0
11,8,12,1,9.09,1205233.94,-36655.8,-0.5,7842.47,1.12,0
11,9,13,1,8.33,1194324.73,-10909.21,-0.15,2724.31,0.39,0
11,10,14,1,7.69,1179633.0,-14691.73,-0.2,2041.32,0.29,0
11,11,15,1,7.14,1186376.06,6743.05,0.09,0,0.0,0
11,12,16,1,6.67,1150232.91,-36143.15,-0.49,0,0.0,0
12,1,43,4,10.26,1471692.69,-22746.33,-0.35,17090.72,0.61,0
12,2,49,6,13.95,1478448.32,6755.63,0.1,0,0.0,0
12,3,59,10,20.41,1482672.41,4224.1,0.07,0,0.0,0
12,4,63,4,6.78,1492387.44,9715.03,0.15,36167.08,1.3,0
12,5,67,4,6.35,1508532.72,16145.28,0.25,37104.62,1.33,0
12,6,84,17,25.37,1477730.9,-30801.82,-0.48,28136.99,1.01,1
12,7,95,11,13.1,1458851.11,-18879.79,-0.29,0,0.0,0
12,8,110,15,15.79,1460559.11,1707.99,0.03,0,0.0,0
12,9,126,16,14.55,1449120.09,-11439.02,-0.18,30350.72,1.09,0
12,10,139,13,10.32,1441185.67,-7934.42,-0.12,0,0.0,0
12,11,167,28,20.14,1448428.72,7243.06,0.11,16413.27,0.59,0
12,12,176,9,5.39,1444522.7,-3906.03,-0.06,221230.08,7.94,1
13,1,30,1,3.45,1585932.11,-31008.53,-0.24,0,0.0,0
13,2,31,1,3.33,1549967.42,-35964.69,-0.27,57210.74,1.43,0
13,3,32,1,3.23,1493010.59,-56956.84,-0.44,0,0.0,0
13,4,33,1,3.12,1434293.09,-58717.5,-0.45,0,0.0,0
13,5,33,0,0.0,1414283.68,-20009.41,-0.15,44407.91,1.11,0
13,6,33,0,0.0,1421703.24,7419.57,0.06,53037.73,1.32,0
13,7,34,1,3.03,1411568.38,-10134.87,-0.08,0,0.0,0
13,8,35,1,2.94,1403869.75,-7698.63,-0.06,261519.45,6.53,1
13,9,36,1,2.86,1382074.16,-21795.59,-0.17,47338.42,1.18,0
13,10,64,28,77.78,1393291.34,11217.18,0.09,40669.4,1.02,1
13,11,64,0,0.0,1416972.54,23681.2,0.18,14848.59,0.37,0
13,12,66,2,3.12,1390427.73,-26544.82,-0.2,48948.71,1.22,0
14,1,26,1,4.0,2727305.06,-17481.51,-0.06,0,0.0,0
14,2,29,3,11.54,2716322.66,-10982.4,-0.04,115013.74,8.02,1
14,3,32,3,10.34,2599119.32,-117203.34,-0.41,15405.02,1.07,0
14,4,35,3,9.38,2531072.82,-68046.51,-0.24,0,0.0,0
14,5,36,1,2.86,2504307.26,-26765.56,-0.09,0,0.0,0
14,6,39,3,8.33,2552917.38,48610.12,0.17,18219.4,1.27,0
14,7,44,5,12.82,2491904.06,-61013.32,-0.21,20500.43,1.43,0
14,8,47,3,6.82,2494041.74,2137.68,0.01,0,0.0,0
14,9,49,2,4.26,2424648.1,-69393.64,-0.24,0,0.0,0
14,10,55,6,12.24,2342037.81,-82610.29,-0.29,10598.26,0.74,0
14,11,57,2,3.64,2307948.61,-34089.2,-0.12,0,0.0,0
14,12,59,2,3.51,2252724.02,-55224.59,-0.19,0,0.0,0
15,1,25,0,0.0,1990219.48,-82537.3,-0.5,17798.24,0.36,0
15,2,25,0,0.0,1912968.29,-77251.19,-0.47,23525.55,0.48,0
15,3,26,1,4.0,1897454.14,-15514.15,-0.09,0,0.0,0
15,4,35,9,34.62,1925509.38,28055.24,0.17,25733.25,0.53,1
15,5,35,0,0.0,1945195.09,19685.71,0.12,60044.04,1.23,0
15,6,35,0,0.0,1927540.56,-17654.53,-0.11,56973.44,1.16,0
15,7,36,1,2.86,1924647.76,-2892.8,-0.02,0,0.0,0
15,8,37,1,2.78,11603606.59,9678958.83,59.11,59614.13,1.22,1
15,9,38,1,2.7,11583548.4,-20058.19,-0.12,0,0.0,0
15,10,38,0,0.0,11563708.9,-19839.5,-0.12,0,0.0,0
15,11,39,1,2.63,11600627.42,36918.52,0.23,48485.57,0.99,0
15,12,39,0,0.0,11548927.26,-51700.15,-0.32,30474.73,0.62,0
16,1,45,5,12.5,1350445.28,-38015.2,-0.32,7764.48,1.15,0
16,2,48,3,6.67,1333354.07,-17091.21,-0.15,0,0.0,0
16,3,53,5,10.42,1333429.62,75.55,0.0,5147.76,0.76,0
16,4,59,6,11.32,1325719.76,-7709.86,-0.07,9759.63,1.44,0
16,5,64,5,8.47,1322280.64,-3439.12,-0.03,0,0.0,0
16,6,72,8,12.5,1280651.37,-41629.27,-0.35,3880.01,0.57,0
16,7,76,4,5.56,1239456.65,-41194.72,-0.35,5589.95,0.83,0
16,8,85,9,11.84,1210428.68,-29027.97,-0.25,35585.85,5.26,1
16,9,90,5,5.88,1180096.68,-30332.0,-0.26,8096.88,1.2,0
16,10,98,8,8.89,1170101.08,-9995.6,-0.09,0,0.0,0
16,11,108,10,10.2,1185955.87,15854.79,0.14,8052.73,1.19,0
16,12,122,14,12.96,1174570.99,-11384.88,-0.1,7129.34,1.05,0
17,1,6,0,0.0,1906638.67,-11218.77,-0.18,37933.98,1.0,0
17,2,6,0,0.0,1885985.81,-20652.86,-0.33,29292.4,0.77,0
17,3,6,0,0.0,1894275.53,8289.73,0.13,21486.33,0.57,0
17,4,6,0,0.0,1880231.32,-14044.22,-0.22,26992.78,0.71,0
17,5,6,0,0.0,1860332.37,-19898.94,-0.32,14308.78,0.38,0
17,6,6,0,0.0,1857880.17,-2452.2,-0.04,0,0.0,0
17,7,6,0,0.0,1839574.49,-18305.68,-0.29,48528.18,1.28,0
17,8,6,0,0.0,1807616.23,-31958.27,-0.51,8483.96,0.22,0
17,9,6,0,0.0,1807663.43,47.2,0.0,42439.78,1.12,0
17,10,6,0,0.0,1798191.83,-9471.6,-0.15,46953.57,1.24,0
17,11,6,0,0.0,1788648.67,-9543.16,-0.15,49075.31,1.3,0
17,12,6,0,0.0,1781414.14,-7234.53,-0.12,22814.96,0.6,0
18,1,23,0,0.0,2326663.63,-21734.09,-0.25,12916.8,0.4,0
18,2,24,1,4.35,2279656.29,-47007.33,-0.54,0,0.0,0
18,3,25,1,4.17,2266673.99,-12982.3,-0.15,0,0.0,0
18,4,26,1,4.0,2243023.39,-23650.6,-0.27,47369.76,1.46,0
18,5,27,1,3.85,2228502.51,-14520.88,-0.17,0,0.0,0
18,6,28,1,3.7,2224599.92,-3902.58,-0.05,25924.42,0.8,0
18,7,28,0,0.0,2213302.55,-11297.38,-0.13,0,0.0,0
18,8,30,2,7.14,2179315.36,-33987.18,-0.39,30918.5,0.95,0
18,9,32,2,6.67,2192568.87,13253.51,0.15,0,0.0,0
18,10,33,1,3.12,2162443.93,-30124.95,-0.35,46811.73,1.45,0
18,11,34,1,3.03,2151232.67,-11211.26,-0.13,0,0.0,0
18,12,34,0,0.0,2160533.57,9300.9,0.11,0,0.0,0
19,1,33,3,10.0,1836451.74,-12474.2,-0.11,0,0.0,0
19,2,37,4,12.12,1841231.96,4780.22,0.04,225538.53,4.9,0
19,3,41,4,10.81,1856811.4,15579.44,0.13,0,0.0,0
19,4,45,4,9.76,1808191.64,-48619.76,-0.42,42680.03,0.93,0
19,5,49,4,8.89,1798111.78,-10079.87,-0.09,0,0.0,0
19,6,55,6,12.24,1790408.27,-7703.5,-0.07,49358.6,1.07,0
19,7,59,4,7.27,1753927.46,-36480.81,-0.31,0,0.0,0
19,8,63,4,6.78,1766257.78,12330.31,0.11,0,0.0,0
19,9,66,3,4.76,1723637.0,-42620.77,-0.37,41533.26,0.9,0
19,10,73,7,10.61,1700257.97,-23379.04,-0.2,0,0.0,0
19,11,80,7,9.59,5359644.75,3659386.78,31.54,0,0.0,1
19,12,87,7,8.75,5355335.1,-4309.65,-0.04,31026.17,0.67,0
20,1,21,4,23.53,1870711.47,19454.98,0.11,27594.41,0.7,0
20,2,24,3,14.29,1862820.35,-7891.12,-0.04,0,0.0,0
20,3,26,2,8.33,1802858.79,-59961.57,-0.33,0,0.0,0
20,4,30,4,15.38,1714751.26,-88107.53,-0.49,0,0.0,0
20,5,33,3,10.0,1727855.7,13104.44,0.07,0,0.0,0
20,6,35,2,6.06,1662764.1,-65091.6,-0.36,31161.7,0.79,0
20,7,39,4,11.43,1625143.6,-37620.5,-0.21,20069.21,0.51,0
20,8,49,10,25.64,1620834.9,-4308.7,-0.02,0,0.0,1
20,9,60,11,22.45,1586180.32,-34654.58,-0.19,22701.4,0.57,0
20,10,73,13,21.67,1602916.62,16736.29,0.09,0,0.0,0
20,11,83,10,13.7,1561479.75,-41436.87,-0.23,270033.24,6.82,1
20,12,101,18,21.69,1522317.27,-39162.48,-0.22,13651.62,0.34,0
21,1,21,1,5.0,410353.65,901.03,0.04,21518.24,0.66,0
21,2,22,1,4.76,402481.2,-7872.46,-0.37,21848.99,0.67,0
21,3,23,1,4.55,397371.16,-5110.04,-0.24,7397.55,0.23,0
21,4,24,1,4.35,390355.07,-7016.08,-0.33,38272.91,1.17,0
21,5,25,1,4.17,384820.54,-5534.53,-0.26,0,0.0,0
21,6,25,0,0.0,380359.55,-4460.99,-0.21,21496.28,0.66,0
21,7,26,1,4.0,375918.87,-4440.67,-0.21,0,0.0,0
21,8,28,2,7.69,375209.95,-708.92,-0.03,36944.79,1.13,0
21,9,30,2,7.14,369686.5,-5523.45,-0.26,0,0.0,0
21,10,32,2,6.67,366183.94,-3502.56,-0.17,41164.71,1.26,0
21,11,33,1,3.12,356903.55,-9280.39,-0.44,43149.47,1.32,0
21,12,33,0,0.0,357295.02,391.47,0.02,0,0.0,0
22,1,34,5,17.24,2143236.04,-99521.69,-0.4,0,0.0,0
22,2,39,5,14.71,2125533.16,-17702.88,-0.07,0,0.0,0
22,3,43,4,10.26,2108396.95,-17136.21,-0.07,0,0.0,0
22,4,48,5,11.63,1977813.11,-130583.84,-0.53,30789.0,1.5,0
22,5,52,4,8.33,1955716.53,-22096.58,-0.09,21150.35,1.03,0
22,6,58,6,11.54,1938064.61,-17651.92,-0.07,0,0.0,0
22,7,62,4,6.9,1886325.95,-51738.66,-0.21,5908.71,0.29,0
22,8,73,11,17.74,1844194.69,-42131.26,-0.17,20283.94,0.99,0
22,9,85,12,16.44,1875327.96,31133.27,0.13,0,0.0,0
22,10,98,13,15.29,1851908.89,-23419.07,-0.09,0,0.0,0
22,11,106,8,8.16,1743457.21,-108451.68,-0.44,14454.66,0.7,0
22,12,121,15,14.15,1700520.38,-42936.83,-0.17,30741.27,1.5,0
23,1,24,4,20.0,2974391.92,-21563.17,-0.15,4917.14,0.58,0
23,2,26,2,8.33,2916120.59,-58271.33,-0.41,0,0.0,0
23,3,27,1,3.85,2900447.62,-15672.97,-0.11,0,0.0,0
23,4,31,4,14.81,2860277.75,-40169.87,-0.28,8037.79,0.94,0
23,5,34,3,9.68,2894744.79,34467.04,0.24,0,0.0,0
23,6,35,1,2.94,2853358.96,-41385.83,-0.29,6250.27,0.73,0
23,7,38,3,8.57,2858727.52,5368.56,0.04,2523.96,0.3,0
23,8,42,4,10.53,2859784.3,1056.77,0.01,0,0.0,0
23,9,47,5,11.9,2829111.81,-30672.49,-0.21,7269.42,0.85,0
23,10,54,7,14.89,2830328.03,1216.22,0.01,3495.88,0.41,0
23,11,63,9,16.67,2763254.97,-67073.06,-0.47,4847.25,0.57,0
23,12,66,3,4.76,2693573.61,-69681.36,-0.48,8621.65,1.01,0
24,1,64,28,77.78,1916349.58,-24563.33,-0.15,29976.8,1.0,1
24,2,64,0,0.0,1920594.55,4244.97,0.03,0,0.0,0
24,3,65,1,1.56,1855871.31,-64723.23,-0.4,23586.39,0.79,0
24,4,66,1,1.54,1809456.77,-46414.55,-0.29,19184.68,0.64,0
24,5,66,0,0.0,1826104.75,16647.98,0.1,0,0.0,0
24,6,67,1,1.52,1776829.9,-49274.84,-0.3,10097.58,0.34,0
24,7,68,1,1.49,1725345.95,-51483.95,-0.32,7939.33,0.27,0
24,8,70,2,2.94,1735822.53,10476.58,0.06,0,0.0,0
24,9,72,2,2.86,1708872.88,-26949.65,-0.17,0,0.0,0
24,10,73,1,1.39,11074252.48,9365379.59,57.95,0,0.0,1
24,11,74,1,1.37,11023787.47,-50465.01,-0.31,269721.59,9.03,1
24,12,75,1,1.35,11035456.83,11669.36,0.07,29177.26,0.98,0
25,1,33,1,3.12,3090038.63,3015915.29,1025.53,0,0.0,1
25,2,35,2,6.06,3090197.6,158.97,0.05,5775.11,0.69,0
25,3,38,3,8.57,3089999.61,-198.0,-0.07,8287.29,0.98,0
25,4,39,1,2.63,3089424.86,-574.75,-0.2,0,0.0,0
25,5,41,2,5.13,3089425.12,0.26,0.0,0,0.0,0
25,6,42,1,2.44,3089831.76,406.63,0.14,8441.1,1.0,0
25,7,45,3,7.14,3089519.84,-311.91,-0.11,7053.29,0.84,0
25,8,47,2,4.44,3089610.4,90.55,0.03,2886.77,0.34,0
25,9,49,2,4.26,3088417.4,-1193.0,-0.41,114574.49,13.59,1
25,10,51,2,4.08,3088394.59,-22.81,-0.01,0,0.0,0
25,11,55,4,7.84,3088389.35,-5.24,-0.0,6950.31,0.82,0
25,12,57,2,3.64,3087950.43,-438.92,-0.15,10689.16,1.27,0
26,1,17,0,0.0,2863447.42,16242.17,0.14,1365.9,0.47,0
26,2,17,0,0.0,2854466.06,-8981.36,-0.08,1236.72,0.43,0
26,3,17,0,0.0,2835095.41,-19370.66,-0.17,0,0.0,0
26,4,17,0,0.0,2817414.83,-17680.58,-0.16,0,0.0,0
26,5,17,0,0.0,2783344.64,-34070.19,-0.3,4261.05,1.46,0
26,6,17,0,0.0,2767624.6,-15720.05,-0.14,0,0.0,0
26,7,17,0,0.0,2722298.57,-45326.03,-0.4,0,0.0,0
26,8,17,0,0.0,2675764.84,-46533.73,-0.41,4288.46,1.47,0
26,9,17,0,0.0,2670705.92,-5058.92,-0.04,1669.53,0.57,0
26,10,17,0,0.0,2647562.54,-23143.38,-0.2,2393.53,0.82,0
26,11,17,0,0.0,2613044.23,-34518.31,-0.3,0,0.0,0
26,12,17,0,0.0,2598632.06,-14412.17,-0.13,3114.9,1.07,0
27,1,37,2,5.71,738254.23,1386.38,0.05,25943.57,1.45,0
27,2,38,1,2.7,731347.51,-6906.73,-0.24,16896.64,0.95,0
27,3,39,1,2.63,725220.42,-6127.09,-0.21,0,0.0,0
27,4,40,1,2.56,730131.29,4910.87,0.17,0,0.0,0
27,5,42,2,5.0,724390.97,-5740.31,-0.2,0,0.0,0
27,6,44,2,4.76,721870.16,-2520.81,-0.09,16753.4,0.94,0
27,7,45,1,2.27,726978.42,5108.25,0.18,0,0.0,0
27,8,47,2,4.44,717534.64,-9443.77,-0.33,0,0.0,0
27,9,49,2,4.26,713260.72,-4273.92,-0.15,14222.37,0.8,0
27,10,50,1,2.04,701715.84,-11544.89,-0.4,0,0.0,0
27,11,52,2,4.0,704833.69,3117.85,0.11,239559.3,13.42,1
27,12,55,3,5.77,705045.95,212.26,0.01,19104.46,1.07,0
28,1,15,2,15.38,1400354.1,-58135.49,-0.35,948.9,0.41,0
28,2,18,3,20.0,1384766.22,-15587.88,-0.09,0,0.0,0
28,3,21,3,16.67,1341968.21,-42798.0,-0.26,1133.9,0.49,0
28,4,26,5,23.81,1318161.71,-23806.5,-0.14,0,0.0,0
28,5,29,3,11.54,1282485.68,-35676.04,-0.21,0,0.0,0
28,6,35,6,20.69,1267168.59,-15317.09,-0.09,0,0.0,0
28,7,41,6,17.14,1264416.89,-2751.7,-0.02,1560.4,0.67,0
28,8,51,10,24.39,1185216.79,-79200.1,-0.48,0,0.0,0
28,9,55,4,7.84,1185635.81,419.02,0.0,0,0.0,0
28,10,62,7,12.73,7624280.53,6438644.72,38.65,0,0.0,1
28,11,70,8,12.9,7586803.36,-37477.17,-0.22,19948.87,8.57,1
28,12,81,11,15.71,7555198.89,-31604.47,-0.19,531.45,0.23,0
29,1,19,1,5.56,2178326.05,-71797.18,-0.39,0,0.0,0
29,2,23,4,21.05,2110146.02,-68180.03,-0.37,5811.13,1.39,0
29,3,25,2,8.7,2009430.77,-100715.24,-0.55,0,0.0,0
29,4,26,1,4.0,2043158.67,33727.89,0.18,0,0.0,0
29,5,29,3,11.54,1945714.22,-97444.45,-0.53,0,0.0,0
29,6,34,5,17.24,1964922.59,19208.37,0.1,0,0.0,0
29,7,38,4,11.76,1946049.56,-18873.03,-0.1,37844.34,9.07,1
29,8,55,17,44.74,1861892.66,-84156.9,-0.46,0,0.0,1
29,9,57,2,3.64,1840500.88,-21391.79,-0.12,0,0.0,0
29,10,68,11,19.3,1820823.68,-19677.19,-0.11,3257.21,0.78,0
29,11,78,10,14.71,1846340.23,25516.54,0.14,3216.63,0.77,0
29,12,88,10,12.82,1821743.07,-24597.15,-0.13,6225.51,1.49,0
30,1,17,1,6.25,2187458.12,-20518.46,-0.16,0,0.0,0
30,2,18,1,5.88,2176704.9,-10753.22,-0.08,19885.63,0.65,0
30,3,21,3,16.67,2148293.11,-28411.79,-0.22,0,0.0,0
